10/22/24 7:00,Dana,22,,10/22/24 7:00,Roberts,4,,10/22/24 10:00,Foss,2,,10/22/24 8:00,JosephFamilySpa,14
10/22/24 7:15,Dana,14,,10/22/24 7:15,Roberts,9,,10/22/24 11:30,Foss,22,,10/22/24 8:15,JosephFamilySpa,17
10/22/24 7:30,Dana,35,,10/22/24 7:30,Roberts,63,,10/22/24 11:45,Foss,14,,10/22/24 8:30,JosephFamilySpa,24
10/22/24 7:45,Dana,18,,10/22/24 7:45,Roberts,33,,10/22/24 12:00,Foss,24,,10/22/24 8:45,JosephFamilySpa,72
10/22/24 8:00,Dana,22,,10/22/24 8:00,Roberts,21,,10/22/24 12:15,Foss,40,,10/22/24 9:00,JosephFamilySpa,67
10/22/24 8:15,Dana,36,,10/22/24 8:15,Roberts,22,,10/22/24 12:30,Foss,44,,10/22/24 9:15,JosephFamilySpa,109
10/22/24 8:30,Dana,35,,10/22/24 8:30,Roberts,42,,10/22/24 12:45,Foss,16,,10/22/24 9:30,JosephFamilySpa,42
10/22/24 8:45,Dana,51,,10/22/24 8:45,Roberts,44,,10/22/24 13:00,Foss,15,,10/22/24 9:45,JosephFamilySpa,83
10/22/24 9:00,Dana,58,,10/22/24 9:00,Roberts,46,,10/22/24 13:15,Foss,7,,10/22/24 10:00,JosephFamilySpa,44
10/22/24 9:15,Dana,53,,10/22/24 9:15,Roberts,29,,10/22/24 13:30,Foss,3,,10/22/24 10:15,JosephFamilySpa,38
10/22/24 9:30,Dana,23,,10/22/24 9:30,Roberts,13,,10/22/24 13:45,Foss,6,,10/22/24 10:30,JosephFamilySpa,35
10/22/24 9:45,Dana,33,,10/22/24 9:45,Roberts,15,,10/22/24 14:00,Foss,3,,10/22/24 10:45,JosephFamilySpa,18
10/22/24 10:00,Dana,1,,10/22/24 10:00,Roberts,12,,10/22/24 14:15,Foss,4,,10/22/24 11:00,JosephFamilySpa,92
10/22/24 11:00,Dana,80,,10/22/24 10:15,Roberts,13,,10/22/24 14:30,Foss,7,,10/22/24 11:15,JosephFamilySpa,42
10/22/24 11:15,Dana,30,,10/22/24 10:30,Roberts,3,,10/22/24 14:45,Foss,1,,10/22/24 11:30,JosephFamilySpa,34
10/22/24 11:30,Dana,27,,10/22/24 11:00,Roberts,66,,10/22/24 15:00,Foss,3,,10/22/24 11:45,JosephFamilySpa,78
10/22/24 11:45,Dana,32,,10/22/24 11:15,Roberts,28,,10/22/24 15:15,Foss,1,,10/22/24 12:00,JosephFamilySpa,47
10/22/24 12:00,Dana,56,,10/22/24 11:30,Roberts,33,,10/22/24 15:30,Foss,4,,10/22/24 12:15,JosephFamilySpa,96
10/22/24 12:15,Dana,161,,10/22/24 11:45,Roberts,64,,10/22/24 15:45,Foss,10,,10/22/24 12:30,JosephFamilySpa,37
10/22/24 12:30,Dana,33,,10/22/24 12:00,Roberts,71,,10/22/24 16:00,Foss,16,,10/22/24 12:45,JosephFamilySpa,57
10/22/24 12:45,Dana,36,,10/22/24 12:15,Roberts,154,,10/22/24 16:15,Foss,6,,10/22/24 13:00,JosephFamilySpa,27
10/22/24 13:00,Dana,23,,10/22/24 12:30,Roberts,33,,10/22/24 16:45,Foss,4,,10/22/24 13:15,JosephFamilySpa,15
10/22/24 13:15,Dana,11,,10/22/24 12:45,Roberts,43,,10/22/24 17:00,Foss,44,,10/22/24 13:30,JosephFamilySpa,18
10/22/24 13:30,Dana,12,,10/22/24 13:00,Roberts,29,,10/22/24 17:15,Foss,22,,10/22/24 13:45,JosephFamilySpa,34
10/22/24 13:45,Dana,18,,10/22/24 13:15,Roberts,14,,10/22/24 17:30,Foss,22,,10/22/24 14:00,JosephFamilySpa,48
10/22/24 17:00,Dana,83,,10/22/24 13:30,Roberts,24,,10/22/24 17:45,Foss,20,,10/22/24 14:15,JosephFamilySpa,99
10/22/24 17:15,Dana,51,,10/22/24 13:45,Roberts,16,,10/22/24 18:00,Foss,37,,10/22/24 14:30,JosephFamilySpa,36
10/22/24 17:30,Dana,46,,10/22/24 14:00,Roberts,12,,10/22/24 18:15,Foss,35,,10/22/24 14:45,JosephFamilySpa,34
10/22/24 17:45,Dana,63,,10/22/24 14:15,Roberts,17,,10/22/24 18:30,Foss,11,,10/22/24 15:00,JosephFamilySpa,44
10/22/24 18:00,Dana,81,,10/22/24 14:30,Roberts,6,,10/22/24 18:45,Foss,19,,10/22/24 15:15,JosephFamilySpa,46
10/22/24 18:15,Dana,56,,10/22/24 14:45,Roberts,2,,10/22/24 19:00,Foss,19,,10/22/24 15:30,JosephFamilySpa,71
10/22/24 18:30,Dana,45,,10/22/24 15:00,Roberts,7,,10/22/24 19:15,Foss,19,,10/22/24 15:45,JosephFamilySpa,110
