10/23/24 7:00,Dana,16,,10/23/24 7:00,Roberts,10,,10/23/24 11:30,Foss,4,,10/23/24 8:00,JosephFamilySpa,16
10/23/24 7:15,Dana,7,,10/23/24 7:15,Roberts,8,,10/23/24 11:45,Foss,12,,10/23/24 8:15,JosephFamilySpa,16
10/23/24 7:30,Dana,24,,10/23/24 7:30,Roberts,13,,10/23/24 12:00,Foss,27,,10/23/24 8:30,JosephFamilySpa,58
10/23/24 7:45,Dana,25,,10/23/24 7:45,Roberts,12,,10/23/24 12:15,Foss,71,,10/23/24 8:45,JosephFamilySpa,83
10/23/24 8:00,Dana,24,,10/23/24 8:00,Roberts,28,,10/23/24 12:30,Foss,28,,10/23/24 9:00,JosephFamilySpa,29
10/23/24 8:15,Dana,41,,10/23/24 8:15,Roberts,49,,10/23/24 12:45,Foss,12,,10/23/24 9:15,JosephFamilySpa,16
10/23/24 8:30,Dana,74,,10/23/24 8:30,Roberts,66,,10/23/24 13:00,Foss,16,,10/23/24 9:30,JosephFamilySpa,44
10/23/24 8:45,Dana,41,,10/23/24 8:45,Roberts,27,,10/23/24 13:15,Foss,5,,10/23/24 9:45,JosephFamilySpa,104
10/23/24 9:00,Dana,24,,10/23/24 9:00,Roberts,19,,10/23/24 13:30,Foss,2,,10/23/24 10:00,JosephFamilySpa,62
10/23/24 9:15,Dana,37,,10/23/24 9:15,Roberts,15,,10/23/24 13:45,Foss,4,,10/23/24 10:15,JosephFamilySpa,28
10/23/24 9:30,Dana,43,,10/23/24 9:30,Roberts,39,,10/23/24 14:00,Foss,3,,10/23/24 10:30,JosephFamilySpa,39
10/23/24 9:45,Dana,59,,10/23/24 9:45,Roberts,54,,10/23/24 14:15,Foss,13,,10/23/24 10:45,JosephFamilySpa,6
10/23/24 11:00,Dana,63,,10/23/24 10:00,Roberts,27,,10/23/24 14:30,Foss,6,,10/23/24 11:00,JosephFamilySpa,76
10/23/24 11:15,Dana,11,,10/23/24 10:15,Roberts,2,,10/23/24 14:45,Foss,6,,10/23/24 11:15,JosephFamilySpa,18
10/23/24 11:30,Dana,17,,10/23/24 10:30,Roberts,3,,10/23/24 15:00,Foss,4,,10/23/24 11:30,JosephFamilySpa,36
10/23/24 11:45,Dana,73,,10/23/24 11:00,Roberts,75,,10/23/24 15:15,Foss,2,,10/23/24 11:45,JosephFamilySpa,84
10/23/24 12:00,Dana,58,,10/23/24 11:15,Roberts,17,,10/23/24 15:30,Foss,4,,10/23/24 12:00,JosephFamilySpa,58
10/23/24 12:15,Dana,127,,10/23/24 11:30,Roberts,25,,10/23/24 15:45,Foss,9,,10/23/24 12:15,JosephFamilySpa,108
10/23/24 12:30,Dana,31,,10/23/24 11:45,Roberts,102,,10/23/24 16:00,Foss,4,,10/23/24 12:30,JosephFamilySpa,59
10/23/24 12:45,Dana,37,,10/23/24 12:00,Roberts,68,,10/23/24 16:15,Foss,3,,10/23/24 12:45,JosephFamilySpa,95
10/23/24 13:00,Dana,36,,10/23/24 12:15,Roberts,99,,10/23/24 16:30,Foss,9,,10/23/24 13:00,JosephFamilySpa,60
10/23/24 13:15,Dana,15,,10/23/24 12:30,Roberts,27,,10/23/24 16:45,Foss,0,,10/23/24 13:15,JosephFamilySpa,21
10/23/24 13:30,Dana,5,,10/23/24 12:45,Roberts,65,,10/23/24 17:00,Foss,26,,10/23/24 13:30,JosephFamilySpa,10
10/23/24 13:45,Dana,9,,10/23/24 13:00,Roberts,51,,10/23/24 17:15,Foss,38,,10/23/24 13:45,JosephFamilySpa,29
10/23/24 17:00,Dana,96,,10/23/24 13:15,Roberts,15,,10/23/24 17:30,Foss,26,,10/23/24 14:00,JosephFamilySpa,39
10/23/24 17:15,Dana,58,,10/23/24 13:30,Roberts,19,,10/23/24 17:45,Foss,25,,10/23/24 14:15,JosephFamilySpa,125
10/23/24 17:30,Dana,45,,10/23/24 13:45,Roberts,19,,10/23/24 18:00,Foss,40,,10/23/24 14:30,JosephFamilySpa,42
10/23/24 17:45,Dana,31,,10/23/24 14:00,Roberts,6,,10/23/24 18:15,Foss,40,,10/23/24 14:45,JosephFamilySpa,28
10/23/24 18:00,Dana,68,,10/23/24 14:15,Roberts,11,,10/23/24 18:30,Foss,56,,10/23/24 15:00,JosephFamilySpa,46
10/23/24 18:15,Dana,64,,10/23/24 14:30,Roberts,11,,10/23/24 18:45,Foss,40,,10/23/24 15:15,JosephFamilySpa,43
10/23/24 18:30,Dana,45,,10/23/24 14:45,Roberts,6,,10/23/24 19:00,Foss,36,,10/23/24 15:30,JosephFamilySpa,73
10/23/24 18:45,Dana,37,,10/23/24 15:00,Roberts,7,,10/23/24 19:15,Foss,25,,10/23/24 15:45,JosephFamilySpa,122
10/23/24 19:00,Dana,48,,10/23/24 15:15,Roberts,2,,10/23/24 19:30,Foss,22,,10/23/24 16:00,JosephFamilySpa,1
10/23/24 19:15,Dana,30,,10/23/24 15:30,Roberts,7,,10/23/24 19:45,Foss,21,,Grand Total,,1674
10/23/24 19:30,Dana,17,,10/23/24 15:45,Roberts,8,,10/23/24 20:00,Foss,35,,,,
10/23/24 19:45,Dana,13,,10/23/24 16:00,Roberts,7,,10/23/24 20:15,Foss,19,,,,
Grand Total,,1449,,10/23/24 16:15,Roberts,4,,10/23/24 20:30,Foss,26,,,,
,,,,10/23/24 16:30,Roberts,4,,10/23/24 20:45,Foss,23,,,,
,,,,10/23/24 17:00,Roberts,99,,Grand Total,,742,,,,
,,,,10/23/24 17:15,Roberts,61,,,,,,,,
,,,,10/23/24 17:30,Roberts,48,,,,,,,,
,,,,10/23/24 17:45,Roberts,40,,,,,,,,
,,,,10/23/24 18:00,Roberts,80,,,,,,,,
,,,,10/23/24 18:15,Roberts,92,,,,,,,,
,,,,10/23/24 18:30,Roberts,48,,,,,,,,
,,,,10/23/24 18:45,Roberts,76,,,,,,,,
,,,,10/23/24 19:00,Roberts,51,,,,,,,,
,,,,10/23/24 19:15,Roberts,45,,,,,,,,
,,,,10/23/24 19:30,Roberts,49,,,,,,,,
,,,,10/23/24 19:45,Roberts,39,,,,,,,,
,,,,10/23/24 20:00,Roberts,2,,,,,,,,
,,,,Grand Total,,1757,,,,,,,,
