10/21/24 7:00,Dana,21,,10/21/24 7:00,Roberts,7,,10/21/24 11:30,Foss,8,,10/21/24 8:00,JosephFamilySpa,21
10/21/24 7:15,Dana,14,,10/21/24 7:15,Roberts,12,,10/21/24 11:45,Foss,10,,10/21/24 8:15,JosephFamilySpa,24
10/21/24 7:30,Dana,23,,10/21/24 7:30,Roberts,32,,10/21/24 12:00,Foss,38,,10/21/24 8:30,JosephFamilySpa,39
10/21/24 7:45,Dana,22,,10/21/24 7:45,Roberts,22,,10/21/24 12:15,Foss,64,,10/21/24 8:45,JosephFamilySpa,89
10/21/24 8:00,Dana,24,,10/21/24 8:00,Roberts,17,,10/21/24 12:30,Foss,39,,10/21/24 9:00,JosephFamilySpa,34
10/21/24 8:15,Dana,43,,10/21/24 8:15,Roberts,49,,10/21/24 12:45,Foss,14,,10/21/24 9:15,JosephFamilySpa,26
10/21/24 8:30,Dana,73,,10/21/24 8:30,Roberts,61,,10/21/24 13:00,Foss,32,,10/21/24 9:30,JosephFamilySpa,41
10/21/24 8:45,Dana,41,,10/21/24 8:45,Roberts,35,,10/21/24 13:15,Foss,6,,10/21/24 9:45,JosephFamilySpa,103
10/21/24 9:00,Dana,34,,10/21/24 9:00,Roberts,14,,10/21/24 13:30,Foss,8,,10/21/24 10:00,JosephFamilySpa,87
10/21/24 9:15,Dana,33,,10/21/24 9:15,Roberts,22,,10/21/24 13:45,Foss,8,,10/21/24 10:15,JosephFamilySpa,31
10/21/24 9:30,Dana,45,,10/21/24 9:30,Roberts,36,,10/21/24 14:00,Foss,8,,10/21/24 10:30,JosephFamilySpa,47
10/21/24 9:45,Dana,41,,10/21/24 9:45,Roberts,42,,10/21/24 14:15,Foss,9,,10/21/24 10:45,JosephFamilySpa,9
10/21/24 10:00,Dana,1,,10/21/24 10:00,Roberts,8,,10/21/24 14:30,Foss,6,,10/21/24 11:00,JosephFamilySpa,69
10/21/24 10:30,Dana,4,,10/21/24 10:15,Roberts,7,,10/21/24 14:45,Foss,6,,10/21/24 11:15,JosephFamilySpa,24
10/21/24 11:00,Dana,72,,10/21/24 10:30,Roberts,9,,10/21/24 15:15,Foss,3,,10/21/24 11:30,JosephFamilySpa,25
10/21/24 11:15,Dana,16,,10/21/24 10:45,Roberts,1,,10/21/24 15:30,Foss,3,,10/21/24 11:45,JosephFamilySpa,75
10/21/24 11:30,Dana,21,,10/21/24 11:00,Roberts,78,,10/21/24 15:45,Foss,4,,10/21/24 12:00,JosephFamilySpa,83
10/21/24 11:45,Dana,69,,10/21/24 11:15,Roberts,14,,10/21/24 16:00,Foss,8,,10/21/24 12:15,JosephFamilySpa,108
10/21/24 12:00,Dana,79,,10/21/24 11:30,Roberts,17,,10/21/24 16:15,Foss,10,,10/21/24 12:30,JosephFamilySpa,61
10/21/24 12:15,Dana,123,,10/21/24 11:45,Roberts,110,,10/21/24 16:30,Foss,2,,10/21/24 12:45,JosephFamilySpa,71
10/21/24 12:30,Dana,32,,10/21/24 12:00,Roberts,55,,10/21/24 16:45,Foss,1,,10/21/24 13:00,JosephFamilySpa,38
10/21/24 12:45,Dana,54,,10/21/24 12:15,Roberts,81,,10/21/24 17:00,Foss,29,,10/21/24 13:15,JosephFamilySpa,19
10/21/24 13:00,Dana,21,,10/21/24 12:30,Roberts,31,,10/21/24 17:15,Foss,44,,10/21/24 13:30,JosephFamilySpa,35
10/21/24 13:15,Dana,13,,10/21/24 12:45,Roberts,62,,10/21/24 17:30,Foss,32,,10/21/24 13:45,JosephFamilySpa,54
10/21/24 13:30,Dana,22,,10/21/24 13:00,Roberts,38,,10/21/24 17:45,Foss,47,,10/21/24 14:00,JosephFamilySpa,48
10/21/24 13:45,Dana,13,,10/21/24 13:15,Roberts,14,,10/21/24 18:00,Foss,64,,10/21/24 14:15,JosephFamilySpa,83
10/21/24 14:00,Dana,1,,10/21/24 13:30,Roberts,21,,10/21/24 18:15,Foss,69,,10/21/24 14:30,JosephFamilySpa,37
10/21/24 17:00,Dana,59,,10/21/24 13:45,Roberts,26,,10/21/24 18:30,Foss,36,,10/21/24 14:45,JosephFamilySpa,40
10/21/24 17:15,Dana,49,,10/21/24 14:00,Roberts,13,,10/21/24 18:45,Foss,29,,10/21/24 15:00,JosephFamilySpa,28
10/21/24 17:30,Dana,34,,10/21/24 14:15,Roberts,9,,10/21/24 19:00,Foss,19,,10/21/24 15:15,JosephFamilySpa,36
10/21/24 17:45,Dana,57,,10/21/24 14:30,Roberts,13,,10/21/24 19:15,Foss,11,,10/21/24 15:30,JosephFamilySpa,83
10/21/24 18:00,Dana,91,,10/21/24 14:45,Roberts,3,,10/21/24 19:30,Foss,15,,10/21/24 15:45,JosephFamilySpa,120
10/21/24 18:15,Dana,59,,10/21/24 15:00,Roberts,8,,10/21/24 19:45,Foss,10,,10/21/24 16:00,JosephFamilySpa,17
10/21/24 18:30,Dana,49,,10/21/24 15:15,Roberts,3,,10/21/24 20:00,Foss,14,,Grand Total,,1705
10/21/24 18:45,Dana,38,,10/21/24 15:30,Roberts,14,,10/21/24 20:15,Foss,19,,,,
10/21/24 19:00,Dana,28,,10/21/24 15:45,Roberts,5,,10/21/24 20:30,Foss,12,,,,
10/21/24 19:15,Dana,20,,10/21/24 16:00,Roberts,3,,10/21/24 20:45,Foss,17,,,,
10/21/24 19:30,Dana,19,,10/21/24 16:15,Roberts,6,,Grand Total,,754,,,,
10/21/24 19:45,Dana,15,,10/21/24 16:30,Roberts,4,,,,,,,,
Grand Total,,1473,,10/21/24 16:45,Roberts,7,,,,,,,,
,,,,10/21/24 17:00,Roberts,92,,,,,,,,
,,,,10/21/24 17:15,Roberts,32,,,,,,,,
,,,,10/21/24 17:30,Roberts,99,,,,,,,,
,,,,10/21/24 17:45,Roberts,103,,,,,,,,
,,,,10/21/24 18:00,Roberts,109,,,,,,,,
,,,,10/21/24 18:15,Roberts,72,,,,,,,,
,,,,10/21/24 18:30,Roberts,72,,,,,,,,
,,,,10/21/24 18:45,Roberts,51,,,,,,,,
,,,,10/21/24 19:00,Roberts,63,,,,,,,,
,,,,10/21/24 19:15,Roberts,25,,,,,,,,
,,,,10/21/24 19:30,Roberts,35,,,,,,,,
,,,,10/21/24 19:45,Roberts,47,,,,,,,,
,,,,Grand Total,,1809,,,,,,,,
