10/25/24 13:00,Dana,55,,10/25/24 7:00,Roberts,25,,10/25/24 9:30,Foss,1,,10/25/24 8:00,JosephFamilySpa,11
10/25/24 17:45,Dana,37,,10/25/24 7:15,Roberts,15,,10/25/24 9:45,Foss,1,,10/25/24 8:15,JosephFamilySpa,13
10/25/24 17:15,Dana,24,,10/25/24 7:30,Roberts,22,,10/25/24 11:15,Foss,1,,10/25/24 8:30,JosephFamilySpa,38
10/25/24 19:45,Dana,20,,10/25/24 7:45,Roberts,41,,10/25/24 11:30,Foss,15,,10/25/24 8:45,JosephFamilySpa,77
10/25/24 13:15,Dana,23,,10/25/24 8:00,Roberts,21,,10/25/24 11:45,Foss,8,,10/25/24 9:00,JosephFamilySpa,32
10/25/24 17:00,Dana,31,,10/25/24 8:15,Roberts,30,,10/25/24 12:00,Foss,30,,10/25/24 9:15,JosephFamilySpa,25
10/25/24 18:00,Dana,68,,10/25/24 8:30,Roberts,37,,10/25/24 12:15,Foss,7,,10/25/24 9:30,JosephFamilySpa,31
10/25/24 8:00,Dana,30,,10/25/24 8:45,Roberts,26,,10/25/24 12:30,Foss,11,,10/25/24 9:45,JosephFamilySpa,105
10/25/24 19:30,Dana,18,,10/25/24 9:00,Roberts,25,,10/25/24 12:45,Foss,13,,10/25/24 10:00,JosephFamilySpa,71
10/25/24 12:30,Dana,11,,10/25/24 9:15,Roberts,46,,10/25/24 13:00,Foss,13,,10/25/24 10:15,JosephFamilySpa,33
10/25/24 9:00,Dana,32,,10/25/24 9:30,Roberts,31,,10/25/24 13:30,Foss,4,,10/25/24 10:30,JosephFamilySpa,35
10/25/24 18:30,Dana,48,,10/25/24 9:45,Roberts,42,,10/25/24 13:45,Foss,9,,10/25/24 10:45,JosephFamilySpa,19
10/25/24 11:45,Dana,60,,10/25/24 10:00,Roberts,11,,10/25/24 14:00,Foss,9,,10/25/24 11:00,JosephFamilySpa,76
10/25/24 7:15,Dana,20,,10/25/24 10:15,Roberts,8,,10/25/24 14:15,Foss,2,,10/25/24 11:15,JosephFamilySpa,29
10/25/24 7:30,Dana,16,,10/25/24 10:30,Roberts,6,,10/25/24 14:30,Foss,5,,10/25/24 11:30,JosephFamilySpa,34
10/25/24 13:30,Dana,17,,10/25/24 11:00,Roberts,83,,10/25/24 14:45,Foss,6,,10/25/24 11:45,JosephFamilySpa,64
10/25/24 12:15,Dana,45,,10/25/24 11:15,Roberts,23,,10/25/24 15:00,Foss,3,,10/25/24 12:00,JosephFamilySpa,49
10/25/24 11:00,Dana,87,,10/25/24 11:30,Roberts,12,,10/25/24 15:15,Foss,2,,10/25/24 12:15,JosephFamilySpa,44
10/25/24 18:15,Dana,43,,10/25/24 11:45,Roberts,113,,10/25/24 15:30,Foss,1,,10/25/24 12:30,JosephFamilySpa,30
10/25/24 6:45,Dana,1,,10/25/24 12:00,Roberts,38,,10/25/24 15:45,Foss,1,,10/25/24 12:45,JosephFamilySpa,55
